id,name,description,postcode,date_availability,expected_price,selling_price,bedrooms,living_area,facades,garage,garden,garden_area,garden_orientation,active,state
519,Housing Number 519,"A house. Here's a random fraction: 0,81048118138075",165,31/07/25,630000,419,1,90,5,True,True,85,north,True,sold
520,Housing Number 520,"A house. Here's a random fraction: 0,179655934492449",340,19/10/25,1300000,420,1,244,3,True,True,40,south,True,offer_accepted
521,Housing Number 521,"A house. Here's a random fraction: 0,695882531215546",250,12/09/25,2350000,421,1,323,5,True,True,20,south,True,cancelled
522,Housing Number 522,"A house. Here's a random fraction: 0,343129816509941",165,04/08/25,2560000,422,2,370,4,True,True,85,east,True,sold
523,Housing Number 523,"A house. Here's a random fraction: 0,391857469473405",165,15/10/25,4880000,423,3,928,2,True,True,5,south,True,sold
524,Housing Number 524,"A house. Here's a random fraction: 0,910378477768046",480,13/10/25,3350000,424,2,351,4,True,True,110,north,True,offer_received
525,Housing Number 525,"A house. Here's a random fraction: 0,859901883666213",165,02/08/25,2930000,425,1,575,5,True,True,60,east,True,sold
526,Housing Number 526,"A house. Here's a random fraction: 0,900655380230541",480,25/07/25,3050000,426,2,429,1,True,True,75,west,True,sold
527,Housing Number 527,"A house. Here's a random fraction: 0,221163763802093",340,25/10/25,1850000,427,1,298,3,True,True,25,east,True,offer_received
528,Housing Number 528,"A house. Here's a random fraction: 0,301787972883252",480,19/06/25,3030000,428,3,459,0,True,True,75,south,True,offer_accepted
529,Housing Number 529,"A house. Here's a random fraction: 0,381578237864721",165,26/07/25,4890000,429,3,720,5,True,True,70,west,True,offer_accepted
530,Housing Number 530,"A house. Here's a random fraction: 0,607081454534683",165,07/11/25,1940000,430,2,256,5,True,True,40,south,True,sold
531,Housing Number 531,"A house. Here's a random fraction: 0,394100918869072",340,11/11/25,2660000,431,2,429,3,True,True,110,west,True,offer_accepted
532,Housing Number 532,"A house. Here's a random fraction: 0,754297600729105",250,03/09/25,1080000,432,1,177,0,True,True,50,east,True,sold
533,Housing Number 533,"A house. Here's a random fraction: 0,905889537309803",340,12/09/25,1920000,433,1,273,3,True,True,5,south,True,cancelled
534,Housing Number 534,"A house. Here's a random fraction: 0,452034114181622",480,20/09/25,1050000,434,1,178,5,True,True,40,south,True,sold
535,Housing Number 535,"A house. Here's a random fraction: 0,93138135442603",250,28/09/25,730000,435,1,89,4,True,True,90,east,True,offer_received
536,Housing Number 536,"A house. Here's a random fraction: 0,575322859062561",250,13/06/25,1480000,436,1,192,3,True,True,55,west,True,sold
537,Housing Number 537,"A house. Here's a random fraction: 0,250946586902011",250,25/07/25,570000,437,1,90,3,True,True,90,east,True,sold
538,Housing Number 538,"A house. Here's a random fraction: 0,457387066663448",165,11/08/25,3540000,438,1,603,2,True,True,20,south,True,cancelled
539,Housing Number 539,"A house. Here's a random fraction: 0,654425922485429",250,01/10/25,4820000,439,3,608,1,True,True,75,west,True,sold
540,Housing Number 540,"A house. Here's a random fraction: 0,325924861402643",480,16/10/25,1760000,440,1,203,4,True,True,10,west,True,cancelled
541,Housing Number 541,"A house. Here's a random fraction: 0,597693538088667",250,28/10/25,630000,441,1,105,4,True,True,35,west,True,offer_received
542,Housing Number 542,"A house. Here's a random fraction: 0,969413671539489",340,22/11/25,1990000,442,1,255,3,True,True,55,south,True,offer_received
543,Housing Number 543,"A house. Here's a random fraction: 0,07364927209381",250,13/09/25,2300000,443,2,379,3,True,True,70,west,True,sold
544,Housing Number 544,"A house. Here's a random fraction: 0,131158470899371",480,02/10/25,2010000,444,2,250,1,True,True,115,west,True,sold
545,Housing Number 545,"A house. Here's a random fraction: 0,415432002477067",480,28/06/25,4380000,445,3,732,2,True,True,115,south,True,offer_accepted
546,Housing Number 546,"A house. Here's a random fraction: 0,953342231306939",250,15/08/25,800000,446,1,118,2,True,True,25,east,True,sold
547,Housing Number 547,"A house. Here's a random fraction: 0,819043611709858",250,22/10/25,4690000,447,3,574,1,True,True,35,south,True,new
548,Housing Number 548,"A house. Here's a random fraction: 0,568207900536323",250,06/09/25,3100000,448,2,364,1,True,True,120,east,True,offer_received
549,Housing Number 549,"A house. Here's a random fraction: 0,428914827546336",480,05/07/25,800000,449,1,96,4,True,True,125,south,True,cancelled
550,Housing Number 550,"A house. Here's a random fraction: 0,30519193541486",480,13/10/25,4680000,450,2,798,4,True,True,125,east,True,new
551,Housing Number 551,"A house. Here's a random fraction: 0,393899325323432",340,15/07/25,4650000,451,2,686,2,True,True,75,west,True,offer_accepted
552,Housing Number 552,"A house. Here's a random fraction: 0,146728174407369",250,01/06/25,2520000,452,1,286,4,True,True,125,east,True,cancelled
553,Housing Number 553,"A house. Here's a random fraction: 0,975091767042197",480,10/08/25,4710000,453,2,803,0,True,True,120,north,True,cancelled
554,Housing Number 554,"A house. Here's a random fraction: 0,859901176528869",480,29/05/25,620000,454,1,112,0,True,True,10,east,True,cancelled
555,Housing Number 555,"A house. Here's a random fraction: 0,577855868229416",250,02/08/25,2600000,455,2,419,5,True,True,85,east,True,offer_accepted
556,Housing Number 556,"A house. Here's a random fraction: 0,231634897190061",340,24/07/25,4000000,456,3,747,2,True,True,5,east,True,cancelled
557,Housing Number 557,"A house. Here's a random fraction: 0,77664020675162",340,10/09/25,1270000,457,1,232,1,True,True,120,south,True,offer_accepted
558,Housing Number 558,"A house. Here's a random fraction: 0,72106689398166",340,09/09/25,3830000,458,2,451,3,True,True,70,west,True,sold
559,Housing Number 559,"A house. Here's a random fraction: 0,953046000813186",340,26/06/25,1360000,459,1,272,4,True,True,50,west,True,sold
560,Housing Number 560,"A house. Here's a random fraction: 0,906782149404902",340,15/07/25,330000,460,1,63,1,True,True,110,north,True,offer_received
561,Housing Number 561,"A house. Here's a random fraction: 0,350960751564335",250,21/06/25,2800000,461,1,523,4,True,True,40,east,True,sold
562,Housing Number 562,"A house. Here's a random fraction: 0,666051442756536",250,02/10/25,2520000,462,1,304,3,True,True,40,west,True,sold
563,Housing Number 563,"A house. Here's a random fraction: 0,105018713940901",480,22/10/25,950000,463,1,101,0,True,True,50,west,True,sold
564,Housing Number 564,"A house. Here's a random fraction: 0,596005111522875",480,27/05/25,1590000,464,1,182,1,True,True,100,north,True,cancelled
565,Housing Number 565,"A house. Here's a random fraction: 0,688211715036359",340,20/06/25,770000,465,1,102,5,True,True,60,east,True,cancelled
566,Housing Number 566,"A house. Here's a random fraction: 0,181207992176991",480,19/08/25,1670000,466,1,325,1,True,True,50,north,True,cancelled
567,Housing Number 567,"A house. Here's a random fraction: 0,387929640730763",340,14/09/25,3320000,467,3,620,1,True,True,5,north,True,cancelled
568,Housing Number 568,"A house. Here's a random fraction: 0,221599666383693",165,30/05/25,1080000,468,1,128,2,True,True,100,south,True,sold
569,Housing Number 569,"A house. Here's a random fraction: 0,131529924140285",250,23/08/25,1610000,469,1,319,1,True,True,70,south,True,cancelled
570,Housing Number 570,"A house. Here's a random fraction: 0,762037495185513",250,07/11/25,1160000,470,1,196,5,True,True,120,east,True,new
571,Housing Number 571,"A house. Here's a random fraction: 0,0529760208019905",165,29/09/25,3180000,471,1,581,0,True,True,40,west,True,cancelled
572,Housing Number 572,"A house. Here's a random fraction: 0,665528209536843",165,11/06/25,730000,472,1,121,2,True,True,35,north,True,cancelled
573,Housing Number 573,"A house. Here's a random fraction: 0,799422886179211",250,11/06/25,1020000,473,1,140,1,True,True,55,north,True,cancelled
574,Housing Number 574,"A house. Here's a random fraction: 0,565483561915421",165,16/09/25,3140000,474,2,334,2,True,True,15,east,True,offer_accepted
575,Housing Number 575,"A house. Here's a random fraction: 0,219137564871152",250,17/08/25,2160000,475,2,310,2,True,True,55,north,True,offer_received
576,Housing Number 576,"A house. Here's a random fraction: 0,356223184474491",165,05/09/25,1570000,476,1,273,2,True,True,50,west,True,cancelled
577,Housing Number 577,"A house. Here's a random fraction: 0,310649192307706",480,17/09/25,2860000,477,3,501,1,True,True,60,north,True,cancelled
578,Housing Number 578,"A house. Here's a random fraction: 0,0633897087199462",340,09/07/25,790000,478,1,108,5,True,True,15,west,True,sold
579,Housing Number 579,"A house. Here's a random fraction: 0,360324987440718",340,17/10/25,2050000,479,1,207,2,True,True,120,east,True,offer_received
580,Housing Number 580,"A house. Here's a random fraction: 0,892334353855276",250,20/11/25,370000,480,1,65,0,True,True,35,north,True,sold
581,Housing Number 581,"A house. Here's a random fraction: 0,604525303950161",165,25/10/25,3770000,481,2,732,1,True,True,35,north,True,sold
582,Housing Number 582,"A house. Here's a random fraction: 0,630421813463878",165,20/06/25,1550000,482,1,258,2,True,True,40,west,True,cancelled
583,Housing Number 583,"A house. Here's a random fraction: 0,41658909758375",340,23/07/25,970000,483,1,182,5,True,True,125,east,True,offer_accepted
584,Housing Number 584,"A house. Here's a random fraction: 0,0149268645053156",165,23/09/25,4090000,484,2,564,0,True,True,90,south,True,sold
585,Housing Number 585,"A house. Here's a random fraction: 0,289441664335273",165,05/11/25,1720000,485,1,259,4,True,True,50,south,True,sold
586,Housing Number 586,"A house. Here's a random fraction: 0,185386559033702",480,28/09/25,4520000,486,2,894,3,True,True,40,east,True,cancelled
587,Housing Number 587,"A house. Here's a random fraction: 0,732087246744384",250,02/09/25,4280000,487,3,473,0,True,True,15,east,True,new
588,Housing Number 588,"A house. Here's a random fraction: 0,0575942027227045",480,29/07/25,4930000,488,2,879,1,True,True,110,west,True,offer_accepted
589,Housing Number 589,"A house. Here's a random fraction: 0,241246582597674",250,05/08/25,4360000,489,3,483,0,True,True,5,east,True,sold
590,Housing Number 590,"A house. Here's a random fraction: 0,9582357992963",165,25/08/25,540000,490,1,103,1,True,True,25,west,True,sold
591,Housing Number 591,"A house. Here's a random fraction: 0,760761042140714",250,06/11/25,780000,491,1,87,3,True,True,15,south,True,sold
592,Housing Number 592,"A house. Here's a random fraction: 0,0883972731674477",480,03/10/25,660000,492,1,121,0,True,True,60,south,True,cancelled
593,Housing Number 593,"A house. Here's a random fraction: 0,540354662279684",165,23/10/25,4970000,493,2,669,3,True,True,90,north,True,cancelled
594,Housing Number 594,"A house. Here's a random fraction: 0,0986136366388349",480,05/06/25,1110000,494,1,163,0,True,True,70,east,True,cancelled
595,Housing Number 595,"A house. Here's a random fraction: 0,047308262489854",480,10/09/25,990000,495,1,109,3,True,True,10,west,True,new
596,Housing Number 596,"A house. Here's a random fraction: 0,155660373151524",165,14/07/25,2550000,496,1,334,5,True,True,65,south,True,cancelled
597,Housing Number 597,"A house. Here's a random fraction: 0,595536805851336",480,21/10/25,4820000,497,4,879,2,True,True,65,east,True,offer_received
598,Housing Number 598,"A house. Here's a random fraction: 0,592990009043282",165,13/07/25,4490000,498,2,615,4,True,True,25,east,True,offer_received
599,Housing Number 599,"A house. Here's a random fraction: 0,0444116132389188",165,04/08/25,1220000,499,1,203,2,True,True,5,south,True,cancelled
600,Housing Number 600,"A house. Here's a random fraction: 0,439955371718929",340,21/08/25,520000,500,1,96,5,True,True,125,south,True,cancelled
601,Housing Number 601,"A house. Here's a random fraction: 0,707339166406405",250,28/07/25,4060000,501,2,509,4,True,True,20,north,True,offer_received
602,Housing Number 602,"A house. Here's a random fraction: 0,671216465758524",340,22/09/25,3430000,502,2,581,3,True,True,65,north,True,cancelled
603,Housing Number 603,"A house. Here's a random fraction: 0,997423060592317",480,26/06/25,3230000,503,3,622,5,True,True,90,south,True,sold
604,Housing Number 604,"A house. Here's a random fraction: 0,757124422836505",480,03/08/25,3580000,504,2,561,5,True,True,75,south,True,offer_received
605,Housing Number 605,"A house. Here's a random fraction: 0,294607465489761",480,17/07/25,4730000,505,3,520,1,True,True,80,west,True,sold
606,Housing Number 606,"A house. Here's a random fraction: 0,0981537486443197",480,20/06/25,730000,506,1,75,4,True,True,75,east,True,sold
607,Housing Number 607,"A house. Here's a random fraction: 0,200655054170971",250,17/07/25,230000,507,1,40,0,True,True,20,west,True,sold
608,Housing Number 608,"A house. Here's a random fraction: 0,684911682759912",250,24/07/25,2770000,508,1,537,0,True,True,105,south,True,sold
609,Housing Number 609,"A house. Here's a random fraction: 0,330085346361761",480,02/06/25,2380000,509,2,290,0,True,True,125,east,True,sold
610,Housing Number 610,"A house. Here's a random fraction: 0,710506912784441",480,09/10/25,2830000,510,2,334,1,True,True,120,west,True,cancelled
611,Housing Number 611,"A house. Here's a random fraction: 0,436250934871369",480,13/07/25,4580000,511,2,820,3,True,True,45,east,True,sold
612,Housing Number 612,"A house. Here's a random fraction: 0,0346803734975274",165,22/10/25,3250000,512,4,433,3,True,True,25,north,True,cancelled
613,Housing Number 613,"A house. Here's a random fraction: 0,203874484220733",250,22/08/25,650000,513,1,86,0,True,True,85,south,True,offer_received
614,Housing Number 614,"A house. Here's a random fraction: 0,312907957459523",250,20/07/25,2650000,514,1,267,0,True,True,75,south,True,new
615,Housing Number 615,"A house. Here's a random fraction: 0,0431777478054099",340,27/08/25,480000,515,1,92,3,True,True,10,north,True,new
616,Housing Number 616,"A house. Here's a random fraction: 0,294183184814194",250,12/11/25,1670000,516,2,240,0,True,True,40,north,True,offer_accepted
617,Housing Number 617,"A house. Here's a random fraction: 0,273414465613944",340,06/06/25,1390000,517,1,272,2,True,True,65,north,True,cancelled
618,Housing Number 618,"A house. Here's a random fraction: 0,607976890374419",165,24/08/25,3910000,518,2,603,4,True,True,45,west,True,sold
619,Housing Number 619,"A house. Here's a random fraction: 0,951439908695302",480,07/11/25,4910000,519,2,838,3,True,True,105,west,True,cancelled
620,Housing Number 620,"A house. Here's a random fraction: 0,317287308377078",340,01/06/25,1360000,520,1,260,2,True,True,85,west,True,cancelled
621,Housing Number 621,"A house. Here's a random fraction: 0,672455899730647",340,17/09/25,1830000,521,1,287,0,True,True,90,south,True,sold
622,Housing Number 622,"A house. Here's a random fraction: 0,265331864332219",340,18/07/25,4180000,522,3,706,5,True,True,115,south,True,cancelled
623,Housing Number 623,"A house. Here's a random fraction: 0,139595928164509",250,04/11/25,2390000,523,2,280,5,True,True,120,north,True,cancelled
624,Housing Number 624,"A house. Here's a random fraction: 0,895278767126893",480,22/09/25,3510000,524,2,491,2,True,True,115,west,True,sold
625,Housing Number 625,"A house. Here's a random fraction: 0,672811566094609",250,20/07/25,2680000,525,2,483,1,True,True,85,east,True,offer_received
626,Housing Number 626,"A house. Here's a random fraction: 0,690789996793104",340,06/06/25,3280000,526,4,401,0,True,True,55,north,True,offer_received
627,Housing Number 627,"A house. Here's a random fraction: 0,723070901640444",340,10/10/25,270000,527,1,28,0,True,True,40,east,True,cancelled
628,Housing Number 628,"A house. Here's a random fraction: 0,643512415583183",340,18/11/25,4850000,528,4,781,5,True,True,40,west,True,sold
629,Housing Number 629,"A house. Here's a random fraction: 0,634401006188963",480,17/09/25,320000,529,1,60,3,True,True,100,east,True,offer_received
630,Housing Number 630,"A house. Here's a random fraction: 0,367647294810127",165,13/07/25,1650000,530,1,246,1,True,True,65,east,True,sold
631,Housing Number 631,"A house. Here's a random fraction: 0,0139565233596635",480,13/09/25,1090000,531,1,207,2,True,True,50,south,True,sold
632,Housing Number 632,"A house. Here's a random fraction: 0,905400515054584",250,26/08/25,2990000,532,3,552,4,True,True,20,north,True,cancelled
633,Housing Number 633,"A house. Here's a random fraction: 0,293806336785841",480,13/06/25,340000,533,1,51,3,True,True,50,east,True,new
634,Housing Number 634,"A house. Here's a random fraction: 0,415380075401139",250,22/06/25,230000,534,1,42,3,True,True,20,south,True,offer_received
635,Housing Number 635,"A house. Here's a random fraction: 0,900631690370891",340,19/07/25,1980000,535,1,309,1,True,True,95,east,True,cancelled
636,Housing Number 636,"A house. Here's a random fraction: 0,784614440546448",165,18/08/25,2000000,536,1,275,1,True,True,5,north,True,new
637,Housing Number 637,"A house. Here's a random fraction: 0,308273175295141",250,30/05/25,1580000,537,1,316,2,True,True,10,west,True,offer_accepted
638,Housing Number 638,"A house. Here's a random fraction: 0,470015004552971",340,16/06/25,2700000,538,2,445,1,True,True,90,west,True,offer_received
639,Housing Number 639,"A house. Here's a random fraction: 0,74227759509119",340,06/06/25,4310000,539,3,798,4,True,True,70,west,True,cancelled
640,Housing Number 640,"A house. Here's a random fraction: 0,0946962431698114",340,04/09/25,3260000,540,2,486,3,True,True,85,north,True,sold
641,Housing Number 641,"A house. Here's a random fraction: 0,826038392557507",250,29/05/25,2160000,541,1,331,2,True,True,75,north,True,sold
642,Housing Number 642,"A house. Here's a random fraction: 0,224090796248826",340,31/07/25,2090000,542,1,347,0,True,True,5,north,True,offer_received
643,Housing Number 643,"A house. Here's a random fraction: 0,347929849852374",165,11/11/25,4080000,543,2,804,4,True,True,35,south,True,offer_received
644,Housing Number 644,"A house. Here's a random fraction: 0,509907593725871",165,05/07/25,4290000,544,2,657,3,True,True,25,east,True,offer_received
645,Housing Number 645,"A house. Here's a random fraction: 0,90979948296227",480,16/06/25,4230000,545,2,672,0,True,True,60,west,True,offer_accepted
646,Housing Number 646,"A house. Here's a random fraction: 0,902673057737566",340,12/11/25,730000,546,1,118,1,True,True,85,south,True,cancelled
647,Housing Number 647,"A house. Here's a random fraction: 0,794700686507032",340,02/10/25,4930000,547,2,624,0,True,True,90,east,True,sold
648,Housing Number 648,"A house. Here's a random fraction: 0,67699388486824",165,22/08/25,3090000,548,2,566,5,True,True,95,south,True,offer_received
649,Housing Number 649,"A house. Here's a random fraction: 0,571464659167385",340,25/09/25,3850000,549,2,538,3,True,True,10,east,True,sold
650,Housing Number 650,"A house. Here's a random fraction: 0,914212235783202",250,26/10/25,490000,550,1,58,0,True,True,90,south,True,cancelled
651,Housing Number 651,"A house. Here's a random fraction: 0,123377546923644",250,23/06/25,1030000,551,1,160,5,True,True,50,west,True,cancelled
652,Housing Number 652,"A house. Here's a random fraction: 0,224569180980753",250,17/10/25,2550000,552,1,378,2,True,True,95,south,True,sold
653,Housing Number 653,"A house. Here's a random fraction: 0,63598534623976",165,18/06/25,1010000,553,1,147,3,True,True,50,south,True,sold
654,Housing Number 654,"A house. Here's a random fraction: 0,286243508990946",480,25/09/25,4350000,554,3,782,3,True,True,65,east,True,offer_accepted
655,Housing Number 655,"A house. Here's a random fraction: 0,468204011995105",165,15/11/25,4780000,555,3,915,2,True,True,20,west,True,sold
656,Housing Number 656,"A house. Here's a random fraction: 0,0855203628834518",340,27/08/25,3250000,556,3,486,1,True,True,105,south,True,cancelled
657,Housing Number 657,"A house. Here's a random fraction: 0,187014014782325",165,28/08/25,2790000,557,2,479,4,True,True,95,south,True,cancelled
658,Housing Number 658,"A house. Here's a random fraction: 0,169655780407576",340,30/06/25,1290000,558,1,187,1,True,True,30,east,True,offer_received
659,Housing Number 659,"A house. Here's a random fraction: 0,761109673671448",480,10/11/25,360000,559,1,45,0,True,True,5,west,True,cancelled
660,Housing Number 660,"A house. Here's a random fraction: 0,670085069504203",480,22/11/25,3280000,560,2,349,1,True,True,85,east,True,cancelled
661,Housing Number 661,"A house. Here's a random fraction: 0,458792623537508",250,19/07/25,4480000,561,2,735,2,True,True,55,west,True,cancelled
662,Housing Number 662,"A house. Here's a random fraction: 0,948444549709466",250,01/06/25,290000,562,1,33,4,True,True,125,west,True,offer_received
663,Housing Number 663,"A house. Here's a random fraction: 0,0638170493981769",480,05/10/25,3320000,563,1,369,1,True,True,120,south,True,sold
664,Housing Number 664,"A house. Here's a random fraction: 0,471727320100492",165,05/09/25,4410000,564,2,692,3,True,True,75,west,True,offer_received
665,Housing Number 665,"A house. Here's a random fraction: 0,37522200898862",480,21/06/25,3100000,565,1,498,0,True,True,45,east,True,offer_received
666,Housing Number 666,"A house. Here's a random fraction: 0,759008871907294",480,03/06/25,2260000,566,1,367,0,True,True,35,east,True,sold
667,Housing Number 667,"A house. Here's a random fraction: 0,857208290423512",165,02/06/25,4940000,567,5,927,4,True,True,60,south,True,sold
668,Housing Number 668,"A house. Here's a random fraction: 0,862568159274896",480,11/09/25,4280000,568,2,484,3,True,True,45,west,True,cancelled
669,Housing Number 669,"A house. Here's a random fraction: 0,504077722670869",340,28/08/25,2530000,569,3,414,1,True,True,55,south,True,offer_accepted
670,Housing Number 670,"A house. Here's a random fraction: 0,349936461522553",165,04/06/25,2700000,570,1,424,0,True,True,20,south,True,cancelled
671,Housing Number 671,"A house. Here's a random fraction: 0,322019412868315",340,01/11/25,4810000,571,2,584,3,True,True,50,south,True,cancelled
672,Housing Number 672,"A house. Here's a random fraction: 0,606792183710723",480,21/08/25,2930000,572,1,448,0,True,True,105,east,True,offer_received
673,Housing Number 673,"A house. Here's a random fraction: 0,128392930962212",480,12/07/25,4190000,573,2,589,5,True,True,125,north,True,cancelled
674,Housing Number 674,"A house. Here's a random fraction: 0,213403166062469",340,29/05/25,3970000,574,2,650,0,True,True,35,west,True,sold
675,Housing Number 675,"A house. Here's a random fraction: 0,292464049885363",165,17/07/25,1990000,575,1,261,5,True,True,20,east,True,sold
676,Housing Number 676,"A house. Here's a random fraction: 0,763142492589042",165,02/09/25,1160000,576,2,156,1,True,True,45,south,True,new
677,Housing Number 677,"A house. Here's a random fraction: 0,439375618914353",250,10/09/25,2760000,577,2,358,1,True,True,60,north,True,offer_accepted
678,Housing Number 678,"A house. Here's a random fraction: 0,786814123681687",165,11/08/25,3300000,578,2,394,5,True,True,45,east,True,new
679,Housing Number 679,"A house. Here's a random fraction: 0,213634496871376",340,16/10/25,840000,579,1,163,3,True,True,125,south,True,sold
680,Housing Number 680,"A house. Here's a random fraction: 0,143150315162307",340,30/05/25,2570000,580,1,381,5,True,True,115,west,True,offer_received
681,Housing Number 681,"A house. Here's a random fraction: 0,992819998821297",250,03/09/25,3310000,581,3,623,1,True,True,15,west,True,cancelled
682,Housing Number 682,"A house. Here's a random fraction: 0,515487092144358",480,15/06/25,1510000,582,1,270,4,True,True,75,east,True,cancelled
683,Housing Number 683,"A house. Here's a random fraction: 0,985954842323257",480,05/07/25,2530000,583,1,388,4,True,True,110,west,True,cancelled
684,Housing Number 684,"A house. Here's a random fraction: 0,969080329901649",340,22/10/25,270000,584,1,48,0,True,True,35,east,True,offer_received
685,Housing Number 685,"A house. Here's a random fraction: 0,460245479222047",340,06/07/25,1050000,585,1,133,0,True,True,5,south,True,sold
686,Housing Number 686,"A house. Here's a random fraction: 0,343760454682559",480,18/07/25,1280000,586,2,181,2,True,True,30,east,True,cancelled
687,Housing Number 687,"A house. Here's a random fraction: 0,748100501767924",340,25/08/25,4110000,587,2,646,3,True,True,65,west,True,sold
688,Housing Number 688,"A house. Here's a random fraction: 0,432859690798286",340,09/08/25,4410000,588,3,747,1,True,True,45,south,True,sold
689,Housing Number 689,"A house. Here's a random fraction: 0,460045989889586",250,23/10/25,1330000,589,2,254,5,True,True,45,north,True,new
690,Housing Number 690,"A house. Here's a random fraction: 0,269504390900382",165,29/08/25,2650000,590,1,436,4,True,True,105,east,True,offer_accepted
691,Housing Number 691,"A house. Here's a random fraction: 0,0388036176506957",250,05/11/25,3980000,591,3,474,3,True,True,90,east,True,cancelled
692,Housing Number 692,"A house. Here's a random fraction: 0,137147465618949",340,31/07/25,2890000,592,2,527,1,True,True,115,south,True,cancelled
693,Housing Number 693,"A house. Here's a random fraction: 0,152576844928926",340,14/10/25,3820000,593,4,405,5,True,True,45,east,True,offer_received
694,Housing Number 694,"A house. Here's a random fraction: 0,0918855699810881",340,21/10/25,3480000,594,3,407,2,True,True,10,south,True,new
695,Housing Number 695,"A house. Here's a random fraction: 0,868147312021192",250,26/07/25,2850000,595,2,499,4,True,True,60,west,True,offer_received
696,Housing Number 696,"A house. Here's a random fraction: 0,789224616825825",340,31/08/25,4060000,596,3,793,3,True,True,40,east,True,offer_received
697,Housing Number 697,"A house. Here's a random fraction: 0,105341705603603",480,08/07/25,4030000,597,4,783,3,True,True,60,north,True,sold
698,Housing Number 698,"A house. Here's a random fraction: 0,165655416210548",250,04/08/25,3790000,598,2,495,0,True,True,50,south,True,cancelled
699,Housing Number 699,"A house. Here's a random fraction: 0,277081941180993",480,28/05/25,4390000,599,2,850,2,True,True,10,east,True,sold
700,Housing Number 700,"A house. Here's a random fraction: 0,117196508154026",165,02/08/25,2060000,600,2,319,3,True,True,105,south,True,sold
701,Housing Number 701,"A house. Here's a random fraction: 0,194897418621704",250,24/08/25,2140000,601,1,421,0,True,True,70,south,True,sold
702,Housing Number 702,"A house. Here's a random fraction: 0,252513781535966",480,13/08/25,2700000,602,2,289,3,True,True,35,north,True,cancelled
703,Housing Number 703,"A house. Here's a random fraction: 0,587971694610448",340,04/10/25,3680000,603,2,718,0,True,True,50,west,True,sold
704,Housing Number 704,"A house. Here's a random fraction: 0,997661750734037",165,28/05/25,1300000,604,1,210,5,True,True,100,east,True,cancelled
705,Housing Number 705,"A house. Here's a random fraction: 0,531758713340397",165,18/11/25,4090000,605,2,540,3,True,True,20,west,True,cancelled
706,Housing Number 706,"A house. Here's a random fraction: 0,368424587090483",250,24/06/25,520000,606,1,74,1,True,True,70,north,True,cancelled
707,Housing Number 707,"A house. Here's a random fraction: 0,365818626782425",480,19/09/25,3850000,607,2,754,2,True,True,80,south,True,sold
708,Housing Number 708,"A house. Here's a random fraction: 0,890663955682903",340,11/10/25,4990000,608,2,902,4,True,True,100,west,True,new
709,Housing Number 709,"A house. Here's a random fraction: 0,362012837951387",340,15/09/25,3980000,609,2,534,2,True,True,50,south,True,cancelled
710,Housing Number 710,"A house. Here's a random fraction: 0,4522280259626",250,15/08/25,4060000,610,2,803,3,True,True,85,west,True,offer_received
711,Housing Number 711,"A house. Here's a random fraction: 0,518264370996655",340,14/11/25,4770000,611,4,830,2,True,True,75,south,True,sold
712,Housing Number 712,"A house. Here's a random fraction: 0,0683291011043229",250,26/10/25,1440000,612,1,192,5,True,True,35,north,True,sold
713,Housing Number 713,"A house. Here's a random fraction: 0,0148886815369427",165,19/08/25,4130000,613,2,748,3,True,True,5,east,True,cancelled
714,Housing Number 714,"A house. Here's a random fraction: 0,416202772246488",340,27/05/25,1600000,614,1,286,1,True,True,50,west,True,offer_received
715,Housing Number 715,"A house. Here's a random fraction: 0,599758725634069",165,13/10/25,880000,615,1,128,3,True,True,20,north,True,offer_received
716,Housing Number 716,"A house. Here's a random fraction: 0,647100317180456",250,02/06/25,3470000,616,2,693,1,True,True,50,west,True,new
717,Housing Number 717,"A house. Here's a random fraction: 0,407812346877387",250,26/10/25,2630000,617,2,359,3,True,True,95,north,True,cancelled
718,Housing Number 718,"A house. Here's a random fraction: 0,134501774144622",480,23/09/25,3620000,618,2,555,2,True,True,35,east,True,offer_received
719,Housing Number 719,"A house. Here's a random fraction: 0,741939863834962",480,23/08/25,1210000,619,2,145,4,True,True,70,east,True,sold
720,Housing Number 720,"A house. Here's a random fraction: 0,0848130274837892",165,23/10/25,2440000,620,2,341,5,True,True,55,west,True,cancelled
721,Housing Number 721,"A house. Here's a random fraction: 0,891668339530288",480,31/05/25,3090000,621,1,501,4,True,True,110,east,True,sold
722,Housing Number 722,"A house. Here's a random fraction: 0,912345911808994",340,27/08/25,1790000,622,2,342,4,True,True,20,west,True,sold
723,Housing Number 723,"A house. Here's a random fraction: 0,77372124229091",340,02/08/25,3940000,623,3,401,2,True,True,110,north,True,offer_accepted
724,Housing Number 724,"A house. Here's a random fraction: 0,939291739851507",250,20/07/25,1820000,624,1,315,1,True,True,45,south,True,sold
725,Housing Number 725,"A house. Here's a random fraction: 0,122220380307589",165,22/10/25,1290000,625,2,153,0,True,True,90,south,True,offer_received
726,Housing Number 726,"A house. Here's a random fraction: 0,368543950361479",480,30/09/25,3890000,626,2,682,0,True,True,115,north,True,new
727,Housing Number 727,"A house. Here's a random fraction: 0,193009904545483",480,10/11/25,4410000,627,5,747,0,True,True,30,north,True,sold
728,Housing Number 728,"A house. Here's a random fraction: 0,696790967133022",480,12/10/25,3030000,628,1,393,2,True,True,60,west,True,new
